y,x
173.549,308.176
173.549,313.328
213.26,419.588
340.506,418.944
261.511,248.284
263.646,336.512
335.809,315.904
301.222,311.396
244.004,222.524
430.176,300.448
310.189,362.916
296.952,423.452
114.196,399.624
185.932,473.04
197.461,489.784
316.167,368.712
222.654,395.76
325.134,477.548
308.908,338.444
206.001,413.792
289.266,377.728
263.646,310.752
158.604,396.404
211.125,281.772
327.696,252.792
167.998,326.208
313.178,407.996
319.583,323.632
257.668,382.88
162.874,260.52
180.808,308.176
322.999,451.788
154.761,230.896
313.605,482.056
319.156,471.752
227.351,317.192
166.29,169.072
310.189,401.556
253.825,262.452
311.043,347.46
208.563,272.756
327.696,395.76
178.673,286.28
325.561,427.316
220.092,472.396
221.373,483.988
319.583,467.244
362.283,396.404
378.936,406.708
208.563,420.876
173.549,403.488
262.365,479.48
203.439,399.624
384.914,447.924
199.169,453.076
351.608,357.12
222.654,308.176
196.607,263.096
227.778,268.248
235.409,232.64
185.023,130.888
181.18,225.556
452.752,299.616
172.64,136.684
143.177,294.464
118.411,303.48
142.323,378.184
113.287,125.736
201.676,265.484
67.171,300.904
214.913,288.668
84.678,322.8
156.414,284.804
84.678,331.172
293.481,114.788
214.913,288.668
91.51,322.156
177.764,313.784
196.979,253.892
84.678,331.172
165.808,307.344
136.345,373.032
104.747,263.552
457.449,168.24
269.624,385.456
170.56,306.244
466.044,418.944
331.112,295.94
267.062,346.172
356.732,382.88
341.787,359.696
164.155,440.84
97.543,470.464
160.312,209.644
200.023,327.496
340.079,502.664
175.257,350.036
241.442,392.54
337.09,477.548
202.585,326.852
199.169,333.936
426.76,353.256
167.943,54.252
254.624,370.456
119.692,325.376
272.558,99.976
217.475,340.832
220.519,287.568
203.012,390.608
299.087,178.732
284.087,163.732
230.285,286.736
458.358,319.124
330.685,404.776
324.707,453.72
345.63,465.312
369.542,193.544
407.972,471.752
394.308,547.1
424.625,560.624
442.132,449.856
293.481,280.296
370.768,510.204
379.308,532.1
354.542,178.544
325.079,493.46
445.493,313.784
281.952,277.72
392.972,581.044
167.571,310.752
152.199,462.092
164.582,522.628
172.695,540.66
144.086,438.264
116.758,418.944
205.147,281.772
77.047,474.328
196.18,416.368
149.637,438.264
153.48,475.616
158.177,253.436
231.194,502.664
214.541,485.276
305.065,476.26
354.17,462.736
151.345,518.764
214.114,494.936
229.059,552.896
121.028,456.94
187.213,422.808
180.808,308.176
180.808,422.808
171.414,536.152
172.695,529.068
98.397,443.416
191.483,440.84
238.453,343.596
197.461,409.928
177.392,460.804
188.067,277.264
201.304,335.868
208.563,502.02
68.08,511.036
216.676,277.908
160.739,347.46
108.218,391.896
176.111,313.972
167.571,476.26
163.301,482.056
124.871,312.684
84.306,524.56
116.758,452.432
198.742,311.396
162.874,339.088
77.901,342.308
80.463,486.564
201.304,408.64
164.582,540.66
122.681,396.216
58.631,495.392
168.37,562.368
95.353,638.36
161.111,369.168
193.563,429.704
65.89,479.292
96.634,402.656
218.756,278.364
316.539,168.884
275.547,243.588
290.065,249.384
236.69,78.724
242.668,147.632
129.94,291.244
234.128,91.604
237.544,624.192
283.233,376.896
149.582,318.936
177.764,251.96
113.714,467.056
254.197,637.072
181.18,458.684
179.899,507.628
334.101,392.54
380.217,614.076
346.911,355.188
299.087,510.392
319.583,547.744
369.542,650.784
433.592,529.712
317.021,529.068
301.222,512.324
315.74,480.124
359.721,496.868
246.566,320.412
210.698,269.536
303.784,507.816
312.324,567.708
372.104,362.916
286.277,485.276
327.696,476.26
356.305,310.108
320.437,478.192
124.871,500.732
202.158,409.928
212.833,652.072
451.099,469.176
463.482,477.548
356.305,560.624
271.332,413.148
307.627,503.952
370.823,525.204
333.674,277.264
353.743,430.536
311.47,512.324
349.046,301.736
293.109,406.708
320.437,502.02
332.82,499.444
334.101,354.544
319.583,218.016
433.165,495.58
269.624,497.512
354.17,397.048
267.062,514.256
223.081,333.936
394.735,219.948
274.321,229.608
329.831,422.164
303.784,512.324
331.539,426.028
328.977,385.456
395.589,218.66
406.264,395.76
392.6,495.58
398.95,642.224
363.509,492.816
434.391,355.644
448.482,297.684
439.515,441.296
351.126,353.712
325.506,451.6
244.803,238.436
325.079,420.688
298.178,543.048
378.454,358.864
214.913,637.716
281.525,629.344
191.855,325.376
318.674,339.544
315.258,324.088
339.17,382.048
200.822,318.936
380.589,203.66
261.456,344.052
378.454,617.108
265.299,639.648
309.707,427.772
404.501,665.408
154.761,479.48
342.214,474.328
133.838,402.844
274.321,409.928
384.487,174.224
242.723,274.688
262.792,298.516
264.927,465.312
337.944,327.496
244.004,268.248
258.949,489.14
174.83,462.736
240.161,353.256
164.582,301.736
233.756,342.952
206.855,254.08
310.616,289.5
357.586,349.392
225.216,494.936
226.07,315.26
161.166,482.056
351.608,399.624
381.925,532.932
322.572,512.324
307.2,495.58
211.552,458.872
281.153,381.592
355.451,299.804
337.944,315.904
153.907,454.364
346.057,348.748
155.188,333.292
275.602,486.564
284.142,243.776
323.853,315.904
229.913,480.124
151.345,230.252
206.428,300.448
133.838,266.316
182.943,337.8
322.145,257.944
154.761,412.504
211.125,482.7
311.897,295.296
248.701,445.992
348.619,456.94
337.944,407.996
429.322,220.592
341.36,319.124
194.472,331.36
250.836,326.208
262.792,273.4
354.17,432.468
281.58,341.664
335.382,351.968
214.968,456.94
131.276,451.144
301.222,474.972
191.056,297.228
453.661,640.48
379.79,301.092
403.275,328.784
362.283,293.364
446.829,652.716
314.459,370.644
324.707,522.628
457.504,585.74
301.649,483.988
198.687,219.76
147.02,474.14
253.77,269.348
403.22,639.004
287.503,248.096
438.661,307.988
173.921,445.16
224.307,251.96
213.632,255.18
252.489,177.9
327.641,331.172
220.464,126.38
312.269,259.044
344.721,273.212
326.36,304.124
327.641,331.172
277.255,323.444
244.376,626.768
291.346,598.432
292.627,284.804
330.63,275.144
351.98,309.92
305.065,480.124
400.713,490.428
402.848,516.832
370.823,527.136
398.151,669.46
404.983,417.012
464.763,651.428
265.781,255.368
404.983,636.616
370.396,542.592
448.482,547.556
348.564,336.968
262.737,76.148
256.332,115.432
47.529,177.9
387.476,481.412
306.773,484.632
245.285,288.212
200.45,504.596
304.211,479.48
267.062,445.992
314.886,479.48
378.936,475.616
416.939,659.156
280.299,276.62
329.404,503.952
257.241,487.208
235.037,536.152
207.282,497.512
235.037,418.3
313.178,486.564
459.212,477.548
463.482,482.056
380.217,525.204
398.578,525.204
394.308,544.524
322.572,329.428
426.333,680.408
359.721,530.356
439.57,289.5
265.354,377.084
309.762,414.436
345.63,328.784
369.969,341.664
306.773,395.76
311.47,209
356.305,376.44
333.247,415.724
325.134,344.24
373.812,210.288
337.517,486.564
339.225,397.692
305.492,514.256
418.165,649.952
411.76,524.372
346.856,504.408
148.728,489.596
442.504,470.276
454.46,223.624
373.33,212.032
365.644,201.728
248.646,278.364
185.877,311.208
378.027,362.084
248.646,278.364
391.691,441.94
186.731,314.428
290.492,230.708
265.299,261.62
316.966,489.596
260.175,628.7
378.027,362.084
264.018,631.92
286.649,266.772
308.853,508.272
313.55,376.252
239.679,646.088
386.195,508.46
432.738,454.364
404.129,439.552
280.299,190.324
366.126,252.792
305.919,250.86
371.677,138.16
333.674,343.596
314.459,435.044
258.949,230.252
305.919,469.176
382.352,567.064
309.762,242.488
385.341,304.312
329.831,335.224
397.297,260.52
259.803,284.348
378.936,400.912
268.343,343.596
215.822,618.584
445.493,456.108
341.305,463.192
410.906,326.664
345.148,334.392
432.256,206.88
401.512,465.768
307.145,380.116
385.286,304.768
234.982,365.304
402.366,324.732
379.308,304.768
413.895,186.916
240.96,231.352
384.432,288.024
372.476,233.284
306.718,320.224
306.718,320.224
388.275,241.656
360.947,451.6
426.278,51.032
400.231,333.104
160.312,478.836
428.895,491.716
372.958,481.412
364.418,140.736
311.043,481.412
314.459,485.92
397.297,597.976
303.784,487.208
343.495,382.236
413.523,324.276
309.762,212.864
460.066,389.964
326.842,283.704
462.628,496.224
441.278,447.28
398.578,681.696
436.154,415.08
419.928,476.904
328.123,467.888
388.757,505.884
394.308,503.952
383.633,418.944
413.95,432.468
463.909,469.82
425.479,456.94
362.71,532.932
375.52,523.916
461.774,532.932
407.972,570.928
453.234,659.8
297.806,351.324
442.559,440.84
346.002,447.092
439.088,636.428
389.983,610.668
451.044,488.952
436.953,273.212
335.327,559.792
274.266,637.072
59.54,337.156
308.908,270.18
156.042,508.46
151.345,225.744
85.587,393.828
61.675,225.744
147.502,330.072
59.54,593.468
144.086,476.26
168.852,437.62
124.871,606.348
146.648,639.192
104.375,557.404
125.725,424.096
78.328,458.228
138.108,588.96
138.962,279.84
137.681,487.208
203.439,322.988
129.568,551.608
140.67,498.156
199.169,271.468
68.934,477.548
217.957,521.984
158.604,600.552
114.196,454.364
184.651,236.692
146.221,238.624
77.474,435.044
73.204,435.688
93.7,388.032
144.086,445.992
147.502,295.94
164.155,320.412
61.675,482.056
126.152,525.204
224.789,257.944
65.091,220.592
93.7,436.332
65.518,455.652
105.656,377.084
244.004,436.332
305.919,455.008
123.59,457.584
214.541,461.448
123.59,534.22
214.114,229.608
232.048,243.132
284.996,502.664
142.805,458.228
440.851,170.36
58.631,317.004
58.631,412.96
158.976,374.964
104.747,449.668
99.196,635.14
133.356,553.352
191.001,479.936
52.653,410.384
49.237,177.9
64.609,304.124
49.237,396.216
131.648,624.192
137.199,220.404
176.91,347.916
58.631,280.94
181.18,439.364
166.235,507.628
98.769,325.376
263.219,304.956
287.131,380.948
360.148,420.232
434.019,259.232
319.156,335.224
296.525,251.504
326.415,344.884
206.001,210.932
378.509,477.548
202.585,215.44
406.264,439.552
473.73,400.268
192.764,432.468
288.412,238.624
297.806,343.596
392.173,199.984
352.889,310.752
431.457,400.268
314.886,423.452
228.632,457.584
297.806,444.704
326.415,379.66
402.848,301.736
465.19,442.128
401.994,381.592
262.365,499.444
218.811,244.42
203.866,228.32
179.954,310.108
220.092,286.924
377.655,431.824
245.285,379.016
211.979,444.06
322.145,292.076
238.026,346.172
77.901,465.312
346.911,454.364
194.045,395.76
311.897,460.804
215.822,517.476
317.875,538.084
312.324,521.34
302.503,215.44
289.693,220.592
359.721,565.132
291.828,274.044
202.585,303.668
294.39,335.868
324.28,268.892
235.891,236.692
339.652,369.356
352.462,323.632
337.517,324.276
237.599,333.292
370.341,425.196
268.715,212.032
114.568,444.516
308.853,373.676
278.963,469.632
236.263,244.876
193.563,278.364
339.597,359.508
187.585,200.44
298.178,291.888
121.827,343.408
293.481,332.46
270.85,121.872
248.219,160.512
319.955,190.78
251.208,666.052
298.178,291.888
121.827,343.408
398.95,271.924
293.481,332.46
164.954,295.108
194.472,469.176
248.274,207.712
238.453,294.652
79.182,451.788
339.652,362.916
277.737,214.152
280.299,427.96
260.657,252.148
350.754,327.496
174.83,225.744
304.638,337.8
317.875,419.588
121.028,352.612
147.075,418.944
129.995,259.876
106.937,384.168
298.233,481.412
407.118,393.184
172.695,473.04
356.305,446.636
308.054,426.028
160.312,425.384
266.208,480.768
232.902,438.908
303.784,509.748
382.779,352.612
395.589,266.316
225.643,404.132
247.42,470.464
300.795,451.788
167.144,326.852
257.241,328.14
235.891,463.38
217.53,395.76
261.938,294.008
395.589,237.98
297.379,339.088
360.575,290.788
201.731,355.188
279.018,484.632
207.282,397.692
384.06,312.04
197.034,400.268
265.354,405.42
281.153,332.004
333.247,406.708
346.911,406.708
184.224,411.216
304.638,465.956
399.859,459.516
308.908,392.54
254.679,447.28
363.137,534.22
258.095,292.72
312.324,398.98
230.767,315.904
312.324,443.416
120.601,412.504
233.756,386.744
276.456,510.392
156.896,533.576
163.301,431.824
203.866,449.212
329.831,458.228
256.814,520.696
236.318,430.536
276.883,525.848
92.419,425.384
403.702,594.756
378.082,403.488
370.396,468.532
331.966,494.936
345.63,405.42
449.763,575.892
327.214,399.436
354.115,452.888
175.202,454.176
146.593,223.624
172.64,374.32
380.589,223.624
299.886,220.404
314.404,343.408
287.076,255.18
328.495,317.648
64.182,436.788
106.028,337.612
375.892,348.56
314.404,343.408
287.076,255.18
328.495,317.648
443.785,430.348
220.037,438.72
77.047,398.336
177.819,497.512
83.452,383.524
102.667,418.3
182.943,402.2
92.846,455.652
135.973,620.516
64.237,465.312
109.926,469.82
198.315,505.884
147.075,147.176
221.373,382.88
180.808,422.808
127.86,439.552
74.912,416.368
180.381,411.86
157.323,498.8
163.301,344.884
250.836,399.624
202.158,404.132
73.631,471.108
163.301,471.108
90.711,485.276
147.929,622.448
187.64,505.884
246.566,262.452
74.485,456.94
87.722,484.632
204.293,283.704
128.714,195.476
157.323,431.18
230.767,400.912
100.105,409.284
211.979,536.152
234.183,636.616
240.161,383.524
208.136,466.6
133.838,523.272
192.337,456.94
169.706,502.02
84.733,442.128
235.891,506.528
287.131,433.756
247.847,342.308
327.269,357.12
316.167,423.452
432.738,295.296
340.079,387.388
328.123,272.756
334.955,428.604
263.219,264.384
289.693,317.836
203.012,407.352
117.13,498.612
133.783,406.52
99.623,447.736
129.513,497.968
63.755,271.924
51.799,472.208
113.714,373.676
75.284,151.496
227.723,213.32
80.408,130.244
294.335,449.024
205.092,427.128
200.395,477.36
123.535,373.676
64.609,201.084
150.009,386.556
147.447,432.924
87.24,374.32
63.755,185.628
114.995,402.012
117.13,269.992
203.012,183.884
211.125,496.224
219.238,258.588
90.711,391.252
175.684,570.284
317.448,457.584
258.949,485.92
258.095,503.952
221.373,474.328
161.166,442.772
322.572,267.604
151.345,246.996
81.689,279.652
136.345,206.236
161.965,156.004
196.552,481.224
148.356,477.548
156.896,508.46
226.924,440.84
135.546,218.66
156.042,442.772
141.951,339.732
205.147,382.236
71.496,453.72
104.802,421.52
206.428,564.488
81.317,418.944
209.417,489.784
132.557,511.036
204.293,294.008
260.657,341.664
219.238,367.424
207.709,417.012
97.543,340.376
86.441,524.56
196.18,338.444
273.04,389.32
214.541,467.888
66.799,388.032
207.709,422.164
215.395,509.748
121.882,443.416
276.883,611.5
144.086,601.196
306.346,415.08
450.672,552.252
367.407,490.428
406.691,533.576
466.898,618.584
378.082,501.376
377.655,478.192
392.173,473.684
406.691,397.692
59.058,530.168
83.824,467.056
204.238,599.72
191.001,280.94
174.775,286.736
85.532,513.424
49.664,604.228
414.749,662.188
357.958,468.988
154.279,279.652
43.686,215.252
215.767,122.516
251.635,593.28
47.956,539.184
192.709,550.132
270.85,664.12
363.509,499.9
368.261,392.54
388.757,537.44
357.586,324.92
319.156,465.956
407.545,476.26
366.98,350.036
345.63,350.68
319.156,541.948
328.977,400.268
364.418,508.46
382.352,478.192
302.93,359.696
311.043,483.988
382.779,364.848
335.382,567.064
333.674,575.436
347.765,294.652
439.997,274.044
462.628,528.424
379.363,637.904
467.752,460.16
437.435,610.856
397.297,650.14
433.165,424.096
454.515,404.132
383.633,277.264
387.476,358.408
397.297,480.768
396.87,494.292
359.721,406.064
372.958,419.588
388.757,443.416
460.493,362.272
344.349,333.292
386.195,245.064
443.413,328.784
287.131,479.48
317.021,495.58
301.222,483.344
163.301,506.528
270.478,279.196
363.564,124.636
334.955,396.404
340.933,430.536
388.757,248.284
337.09,302.38
332.82,436.976
293.963,437.62
266.635,433.112
303.784,505.24
466.471,404.132
378.936,516.832
320.809,291.244
281.525,501.188
369.914,313.14
347.283,670.56
243.522,502.476
367.779,348.56
382.297,392.352
420.3,303.48
455.741,240.368
294.762,448.38
333.192,87.74
369.06,65.2
263.591,313.14
352.407,326.02
263.591,313.14
448.909,206.236
360.52,327.952
113.769,449.212
82.598,438.264
133.411,254.724
150.863,363.372
430.176,561.268
240.588,473.684
436.154,270.824
386.622,444.704
337.517,503.952
356.732,231.54
313.178,303.668
315.74,486.564
307.2,500.732
356.732,284.348
215.822,283.704
343.495,395.116
299.941,391.252
460.493,549.032
466.471,628.888
445.975,407.352
360.148,274.688
447.256,315.904
449.391,331.36
414.804,490.428
401.567,536.152
262.365,359.052
398.151,491.716
369.542,483.344
390.038,469.82
310.189,362.916
305.919,403.488
353.743,386.744
340.933,458.228
307.627,238.624
379.363,395.76
459.212,483.344
362.71,355.188
465.19,452.432
458.785,534.22
308.481,502.02
307.2,492.36
442.559,462.736
414.804,474.328
382.352,664.952
310.189,470.464
460.066,606.348
241.869,340.376
307.2,464.024
391.319,314.616
376.801,545.168
310.189,240.556
454.515,306.244
301.222,293.364
374.666,480.768
387.476,471.108
338.798,471.752
378.936,502.02
394.308,630.176
418.22,637.26
446.829,500.088
440.851,587.028
389.611,501.376
343.495,333.936
386.195,361.628
308.481,507.816
384.487,652.716
441.705,391.896
280.244,473.496
295.189,483.156
316.112,307.344
353.261,416.18
389.129,611.956
451.044,187.56
307.145,389.776
457.449,404.588
255.478,295.752
410.479,157.292
373.757,212.032
335.327,418.756
256.759,76.148
296.043,244.876
290.065,252.604
290.919,210.744
341.305,149.564
373.757,302.192
290.065,252.604
341.305,149.564
385.286,446.448
450.19,429.704
271.759,355.832
139.389,544.524
138.535,502.02
287.985,182.596
245.712,386.744
198.315,427.316
171.414,499.444
455.369,267.604
399.859,302.38
211.125,247.64
349.046,514.9
387.476,494.292
451.099,292.72
207.227,418.756
146.166,221.048
328.495,134.108
382.724,231.352
127.006,384.812
154.761,338.444
62.529,132.364
68.507,465.312
257.241,475.616
288.412,572.86
124.017,489.14
59.113,462.092
113.769,334.58
68.507,455.008
278.963,544.336
50.518,284.16
234.982,53.608
274.693,77.436
274.266,85.808
254.679,305.6
367.834,222.524
260.657,279.84
364.418,415.724
293.109,512.968
315.74,284.348
372.958,360.34
356.732,291.432
361.002,411.216
307.2,259.876
210.271,457.584
413.523,248.284
302.93,221.88
254.252,507.816
304.638,534.864
302.93,453.72
366.126,428.604
388.33,430.536
348.619,426.672
301.649,470.464
191.483,436.332
386.622,487.852
303.784,351.324
267.489,339.732
282.861,410.572
285.85,404.132
383.633,322.988
307.2,299.804
287.131,340.376
256.814,466.6
307.2,404.132
257.241,328.14
358.013,389.32
323.853,336.512
312.324,475.616
375.093,327.496
291.828,349.392
298.233,491.716
221.8,505.24
153.48,414.436
176.965,410.572
301.649,422.164
264.927,346.172
265.354,400.268
323.853,326.208
231.194,409.928
238.453,456.94
234.183,312.04
250.836,395.76
383.206,422.164
306.346,467.244
217.957,431.18
320.01,454.364
273.04,344.884
249.555,568.352
295.671,332.648
285.85,391.252
322.572,331.36
320.437,393.828
300.368,395.76
226.07,473.04
311.043,339.732
191.483,364.204
332.82,382.88
209.844,317.836
240.161,346.816
194.472,407.996
268.343,497.512
328.55,337.156
182.943,326.208
310.616,325.564
270.905,357.12
288.839,401.556
231.194,393.184
268.77,275.332
242.723,352.612
284.142,404.776
219.238,427.96
200.45,409.284
232.048,481.412
240.588,295.94
362.71,366.136
341.36,405.42
126.579,491.072
318.729,398.336
279.018,407.996
312.324,460.804
310.616,313.328
190.202,353.9
167.998,284.992
300.368,266.96
309.335,396.404
221.373,399.624
277.255,490.24
274.693,487.02
215.767,345.984
205.519,295.752
241.387,476.072
335.327,201.728
369.914,236.504
158.976,376.252
76.565,250.028
250.354,323.444
341.305,322.156
326.36,429.06
335.327,371.1
394.253,456.108
329.776,264.84
229.858,318.292
290.065,257.112
308.853,318.292
188.866,268.06
244.376,273.212
229.858,318.292
221.745,333.104
290.065,257.112
238.398,638.36
242.241,313.14
308.853,318.292
188.866,268.06
244.376,273.212
296.043,283.516
316.966,297.04
307.572,312.496
372.903,461.904
196.125,486.376
176.483,349.204
106.083,214.152
74.912,405.42
199.596,391.896
192.337,539.372
109.499,259.876
59.967,262.452
138.108,252.792
201.304,414.436
264.927,520.696
101.386,435.688
252.544,521.34
142.805,333.292
207.282,423.452
186.786,339.732
154.761,248.284
62.956,237.98
186.359,526.492
203.866,467.244
73.631,346.172
124.017,339.088
140.67,293.364
170.133,210.288
192.764,308.176
117.185,303.024
210.698,332.648
211.979,348.748
165.009,304.312
84.306,424.74
259.376,514.256
161.593,564.488
103.948,332.648
70.215,521.34
205.147,342.952
244.004,533.576
171.414,625.024
58.686,298.516
202.585,403.488
147.502,541.948
155.188,347.46
148.783,315.904
62.102,431.824
232.475,452.432
141.951,439.552
182.089,357.764
215.822,361.628
150.918,147.176
62.102,174.224
167.144,431.18
125.298,420.876
61.248,426.028
79.182,411.86
163.301,392.54
53.934,539.184
141.469,380.116
129.086,616.464
261.456,528.88
149.582,338.9
161.538,608.092
53.08,345.984
200.395,216.54
181.18,321.512
183.315,286.736
126.951,257.112
256.759,73.572
180.753,241.012
180.753,241.012
146.593,549.488
148.301,377.54
117.557,293.176
132.502,356.932
107.309,561.724
137.199,490.884
243.095,528.236
66.317,364.66
53.934,363.372
162.02,387.388
70.215,180.664
71.496,381.592
206.855,314.616
183.37,395.76
131.703,398.336
221.373,292.72
133.838,473.684
82.598,315.26
284.996,299.16
77.901,434.4
185.505,389.32
179.527,387.388
84.733,215.44
175.684,291.432
203.866,399.624
192.764,375.152
139.816,395.116
349.473,292.076
230.767,399.624
64.664,459.516
153.48,421.52
150.064,524.56
147.075,512.968
175.684,313.328
166.29,336.512
65.945,408.64
63.81,368.712
177.392,380.304
268.77,455.652
292.255,214.796
223.508,541.304
70.642,447.28
70.642,454.364
190.202,532.288
117.185,391.252
175.684,332.004
231.194,228.32
166.29,562.556
211.552,549.676
132.984,520.052
60.339,255.18
59.058,322.156
70.587,382.048
97.061,577.824
136.345,107.06
360.093,243.588
302.021,181.764
242.241,271.28
242.241,271.28
67.598,300.26
170.505,374.32
223.026,333.748
232.847,622.904
238.398,624.836
158.549,387.844
131.648,410.384
192.709,449.668
96.207,458.04
462.628,460.804
364.418,395.116
315.74,469.82
371.677,485.92
334.528,399.624
302.503,258.588
298.233,487.208
364.418,420.232
394.735,340.376
423.344,615.364
338.798,384.168
361.429,423.452
377.655,405.42
315.74,330.716
401.567,423.452
305.919,502.02
377.655,486.564
463.055,232.184
216.676,494.292
244.004,650.784
178.246,400.268
366.126,480.768
386.622,416.368
454.515,574.148
417.366,411.86
375.52,471.752
342.214,399.624
307.627,459.516
325.561,390.608
379.363,384.168
320.437,482.056
340.933,561.268
308.481,263.74
459.212,603.128
392.6,500.088
213.26,323.632
287.558,324.276
453.606,438.076
308.853,546.912
287.93,237.792
428.413,393.64
367.352,475.428
359.666,474.784
361.374,603.584
386.994,261.62
456.168,220.404
441.65,279.008
293.481,376.252
212.351,504.408
365.217,441.296
209.789,494.748
339.17,340.188
349.418,380.116
397.669,324.732
332.765,345.34
302.021,439.364
234.128,633.852
433.11,322.156
450.19,367.236
359.239,384.624
310.561,375.608
375.892,405.232
377.6,485.088
237.544,197.22
202.53,213.964
367.779,260.332
428.413,393.64
451.044,298.972
405.41,454.364
378.082,462.092
377.655,517.476
368.261,494.936
434.019,467.888
408.826,493.004
400.286,505.24
472.449,469.82
461.774,494.936
378.082,500.088
340.933,406.064
448.537,330.072
301.649,482.056
386.622,216.084
317.021,513.612
451.099,388.032
221.8,517.476
322.999,496.224
322.145,446.636
310.189,508.46
315.74,521.984
263.219,509.104
373.385,334.58
382.352,310.108
451.099,400.912
394.735,324.92
455.369,617.296
328.977,404.776
296.952,494.936
303.784,267.604
352.035,333.292
219.238,452.432
244.431,488.496
228.632,253.436
338.371,405.42
390.038,475.616
166.29,476.904
457.077,475.616
388.757,293.364
451.953,436.976
343.495,489.784
377.655,464.024
370.396,494.292
401.994,504.596
315.74,509.104
169.279,521.34
299.087,411.86
293.109,496.224
171.414,500.732
403.275,360.984
333.674,339.732
262.365,223.168
418.647,473.684
464.763,444.704
311.897,607.636
461.347,605.704
301.649,253.436
442.559,594.112
398.151,493.648
307.2,351.324
335.809,275.332
380.644,306.244
390.038,406.708
327.696,485.276
326.842,518.12
400.286,500.732
333.674,670.748
371.677,418.944
381.87,471.564
427.132,529.524
445.066,579.756
222.172,386.556
389.983,490.884
448.909,631.276
278.963,475.428
438.234,230.064
319.955,642.224
441.65,280.94
294.762,432.924
275.974,344.696
375.892,470.276
359.239,225.556
436.099,373.032
358.385,319.58
378.454,384.624
252.062,622.904
388.275,345.984
375.038,391.708
441.65,214.608
371.195,295.752
390.41,586.84
448.482,270.636
